imagen,xi,energia_kcal,energia_rel_kcal
0,-1.5338590679399917,-1643.4586616151723,3.725300368182616
1,-1.4988529314244097,-1643.1921252335492,3.9918367498057705
2,-1.473135291697784,-1642.3265413513323,4.857420632022695
3,-1.3579584917188707,-1645.2746010435696,1.9093609397853015
4,0.1156703297433519,-1628.0551760147348,19.12878596862015
5,0.7332885897901134,-1629.8657265760824,17.318235407272596
6,1.1104340721133883,-1630.3795731147247,16.804388868630213
7,1.2942646333492613,-1633.9074054352086,13.276556548146345
8,1.7510944502576988,-1633.468978355117,13.71498362823786
